factor	motif	correlation	abs_correlation	pval	permutation_pval	combined	p_adj	-log10(p-value)	motif_stddev
PITX2	GM.5.0.Homeodomain.0095	-0.4411779836050683	0.4411779836050683	0.009158937988725135	0.031508875739645004	0.0026407262097360865	0.03030517385326098	1.5184832202071692	0.006831886596788499
NKX3-1	GM.5.0.Homeodomain.0104	0.14252359667007033	0.14252359667007033	0.1840311525172409	0.008609467455621314	0.011799963299188537	0.06459833922913433	1.1897786472199954	0.017972455345171664
HOXB2	GM.5.0.Homeodomain.0109	-0.2212757804561632	0.2212757804561632	0.098495670541497	0.09009861932938856	0.050801893724449355	0.1459824532311763	0.8356993423171968	0.019252930112983718
HLX	GM.5.0.Homeodomain.0110	0.10862138638554808	0.10862138638554808	0.23610789374291827	0.3202465483234714	0.27085469634175985	0.3804138993564043	0.41974362342886806	0.013480563593424522
TGIF1	GM.5.0.Homeodomain.0115	-0.2637174643745351	0.2637174643745351	0.06851245681032925	0.06065088757396453	0.02694057661413128	0.1032425051809853	0.9861414658379908	0.006647549248631344
HOXB2	GM.5.0.Homeodomain.0123	-0.17612918466367	0.17612918466367	0.1416793263110776	0.16436883629191323	0.11084536417531435	0.22652322379151432	0.6448872662892716	0.00807978686921882
NKX3-1	GM.5.0.Homeodomain.0124	-0.03686699568836515	0.03686699568836515	0.3922058556101109	0.27437869822485217	0.34750523552084284	0.44324647387862603	0.3533547106196479	0.02255564142248461
HOXB2	GM.5.0.Homeodomain.0132	0.15394573493203104	0.15394573493203104	0.1686675199686657	0.20602564102564103	0.15149469786440106	0.2692441312755943	0.5698537542598885	0.005472379090276457
TGIF1	GM.5.0.Homeodomain.0141	0.2635324833274615	0.2635324833274615	0.06875564788003416	0.06009861932938861	0.026813178063667367	0.1032425051809853	0.9861414658379908	0.014569377913996956
PRRX1	GM.5.0.Homeodomain.0146	0.20387454058855192	0.20387454058855192	0.11374781428791252	0.3539349112426035	0.16958892130310224	0.2845451699716481	0.5458487819497485	0.010248319302037723
ETS1	GM.5.0.Homeodomain.0150	-0.16495817097200927	0.16495817097200927	0.1546137759312881	0.12460552268244585	0.09535433355465425	0.2117626870199247	0.6741505609845587	0.00856178926688865
EMX2	GM.5.0.Homeodomain.0152	-0.07500611211770314	0.07500611211770314	0.29911235609271614	0.38359960552268246	0.3631606957179614	0.4545445805266239	0.3424235159024306	0.015291342708290818
HOXB2	GM.5.0.Homeodomain.0154	0.2871938342344744	0.2871938342344744	0.055240183529872554	0.0214891518737673	0.00918345495003733	0.058542549349913015	1.2325283692870508	0.01618695547888143
PRRX2	GM.5.0.Homeodomain.0158	0.15660093312352294	0.15660093312352294	0.16525773916935946	0.3087179487179488	0.2028260655163583	0.31300318752524425	0.504451239713693	0.004636141374471102
TGIF1	GM.5.0.Homeodomain.0174	0.18894699250528757	0.18894699250528757	0.1282467441632744	0.17807692307692308	0.10914951598476806	0.22454956539354573	0.6486877811595722	0.013118938571300148
HLX	GM.5.0.Homeodomain.0190	-0.060623133293360276	0.060623133293360276	0.3314764922293564	0.3985009861932939	0.3994835662512701	0.4763317562614508	0.32209046381830025	0.007508148425008981
ALX4	GM.5.0.Homeodomain.0194	-0.22856814080665194	0.22856814080665194	0.0927428063843776	0.015295857988165684	0.010721773167944185	0.062303183810155864	1.2054897595069307	0.01997982786034329
NKX3-1	GM.5.0.Homeodomain.0196	0.08627335548072698	0.08627335548072698	0.2765170590457007	0.0795759368836292	0.10598334571491505	0.2214136748918838	0.6547955598498765	0.011656594431743083
POU3F3	GM.5.0.Homeodomain_POU.0002	0.028125937805031632	0.028125937805031632	0.41719683299061366	0.46622287968441817	0.5129703305228209	0.5551626953710183	0.2555797243594525	0.009212547383343147
POU2F2	GM.5.0.Homeodomain_POU.0004	-0.44934233178847877	0.44934233178847877	0.008244296165736409	0.0044477317554241225	0.00041118477695906635	0.013408199248665207	1.8726295449583634	0.010719243247977635
POU2F2	GM.5.0.Homeodomain_POU.0005	-0.03085321899954247	0.03085321899954247	0.40895785247667404	0.45933925049309665	0.5019568044578169	0.5471912839293062	0.2618608289991133	0.01044264629434324
POU3F3	GM.5.0.Homeodomain_POU.0006	0.304122669325785	0.304122669325785	0.04679256368290737	0.14278106508875738	0.04014316685452762	0.12866399632861417	0.8905429634555407	0.021590351379536764
POU2F2	GM.5.0.Homeodomain_POU.0006	0.3224052219549888	0.3224052219549888	0.03876152307412539	0.09068047337278103	0.023376775735885997	0.09732286691963214	1.0117851061834988	0.021590351379536764
ZEB1	GM.5.0.Homeodomain_POU.0007	0.40245228058842364	0.40245228058842364	0.01513743757606278	0.04085798816568044	0.005188000956211338	0.04168946236406462	1.379973705589116	0.023322451059189425
POU3F3	GM.5.0.Homeodomain_POU.0012	-0.1606761201853161	0.1606761201853161	0.15985305020493223	0.3027120315581854	0.19493558976862846	0.30714641245057	0.5126545529865152	0.01940990945918663
POU6F1	GM.5.0.Homeodomain_POU.0013	0.047871513900640754	0.047871513900640754	0.3635100787555779	0.14983234714003943	0.21297053270060987	0.3233358289989016	0.4903461683412461	0.01890424737409455
POU3F3	GM.5.0.Homeodomain_POU.0023	-0.2916717944118678	0.2916717944118678	0.05282002322100521	0.15309664694280078	0.047044022817622565	0.1387342536668836	0.8578162978172164	0.014937158233085189
IRF1	GM.5.0.IRF.0001	0.10951669560167474	0.10951669560167474	0.23461853204079064	0.25281065088757404	0.2268708868053213	0.3362316303148894	0.47336143359416	0.011405029132636083
IRF1	GM.5.0.IRF.0002	0.08437981061202479	0.08437981061202479	0.2802586484255879	0.30952662721893487	0.29882380447627677	0.40324984142990417	0.3944257947167595	0.012744243026593993
IRF1	GM.5.0.IRF.0006	0.14679699177702707	0.14679699177702707	0.1781618336200988	0.17281065088757402	0.13795055834115277	0.25471105513734527	0.5939522050915396	0.004236317627364591
IRF1	GM.5.0.IRF.0007	-0.059722435528223865	0.059722435528223865	0.33361359408004265	0.3672485207100592	0.379746519939734	0.46351551534078184	0.3339357240564632	0.01153567378463975
IRF1	GM.5.0.IRF.0018	-0.146544266561189	0.146544266561189	0.17819232867514367	0.17389546351084817	0.13864108435170044	0.25471105513734527	0.5939522050915396	0.012614071028072474
MYEF2	GM.5.0.MADS_box.0002	-0.14884388670515164	0.14884388670515164	0.17509889910053578	0.15281065088757406	0.12364291996171281	0.24175884143094828	0.6166176342482319	0.008613872910014263
MYEF2	GM.5.0.MADS_box.0012	-0.15289329519047765	0.15289329519047765	0.16973848392015323	0.1442110453648915	0.11529151246298455	0.23182366276518684	0.6348422366905805	0.019172099909945183
MYEF2	GM.5.0.MADS_box.0013	0.19449595060994568	0.19449595060994568	0.12267398268216595	0.06530571992110452	0.04668112343220839	0.13857451427184378	0.8583166350117246	0.0172796559120279
MYEF2	GM.5.0.MADS_box.0014	0.062126954533409134	0.062126954533409134	0.3284019472071846	0.35598619329388553	0.36783249480179886	0.457503102987312	0.33960595601131005	0.014534952803939863
EGR1	GM.5.0.Mixed.0001	0.011719930471674862	0.011719930471674862	0.46507462895351603	0.45985207100591713	0.5437333991727977	0.5784397863540401	0.23774184296152429	0.01431580831007353
HLF	GM.5.0.Mixed.0003	0.012645403162051542	0.012645403162051542	0.46231902303915395	0.4735108481262328	0.5514596649588761	0.5800105799047977	0.236564084450225	0.013016050596668754
TCF12	GM.5.0.Mixed.0006	0.24572259820176356	0.24572259820176356	0.08033985200106315	0.07630177514792905	0.037360029589998144	0.12402784076264875	0.9064808169955555	0.00702204776121843
EGR1	GM.5.0.Mixed.0010	-0.011725720481712418	0.011725720481712418	0.46472855204442765	0.4630571992110454	0.5457812435981624	0.5796659099915518	0.23682223962903995	0.009486993119068641
ETS2	GM.5.0.Mixed.0011	-0.04395720999452303	0.04395720999452303	0.37309426888804953	0.450207100591716	0.46762286717416857	0.5297842150764749	0.2759009856524347	0.010135769072224073
NFKB1	GM.5.0.Mixed.0013	0.03248814240376021	0.03248814240376021	0.40487459258326686	0.4068145956607495	0.4617738426600838	0.5247430030228225	0.2800533436342472	0.01036402452007672
POU2F2	GM.5.0.Mixed.0025	-0.4211228393582425	0.4211228393582425	0.011859918586596185	0.013017751479289963	0.001509316441960518	0.023583069405633095	1.6273996708619307	0.01124841362691678
EBF1	GM.5.0.Mixed.0026	-0.26724731126593215	0.26724731126593215	0.0663852868353686	0.15020710059171594	0.05592060489547716	0.1564942301179398	0.8055016700928289	0.022607711127341522
EGR1	GM.5.0.Mixed.0026	-0.006601892557553039	0.006601892557553039	0.4800234308335781	0.47976331360946745	0.5684627029063141	0.5873632883953183	0.2310932014046089	0.022607711127341522
TCF12	GM.5.0.Mixed.0027	0.19904356694313893	0.19904356694313893	0.11828304446962391	0.14859960552268248	0.08860778782744719	0.2007729331437625	0.6972948362413356	0.006313174509143342
ZFHX3	GM.5.0.Mixed.0033	-0.2739737698925643	0.2739737698925643	0.062445409654902306	0.13134122287968442	0.04759765009664282	0.13944624051750826	0.8555931898562315	0.016667886778974624
EGR1	GM.5.0.Mixed.0038	-0.14737135586023928	0.14737135586023928	0.17707548225551506	0.11602564102564106	0.10036630488091079	0.21648955378687765	0.6645630547016963	0.018355322113752688
PRDM1	GM.5.0.Mixed.0040	0.10874179987495854	0.10874179987495854	0.2359093961139787	0.37157790927021694	0.30104670948358986	0.40535912408023766	0.3921600471610659	0.017239248227978073
IRF1	GM.5.0.Mixed.0040	0.04804739225015527	0.04804739225015527	0.3630616056066138	0.3903944773175542	0.41866068676177615	0.48681475204857694	0.3126362697266471	0.017239248227978073
PRDM1	GM.5.0.Mixed.0050	0.4972779744824697	0.4972779744824697	0.004464028424748534	0.0012721893491124093	7.427521835266447e-05	0.003942762506887611	2.404199381956583	0.01566720796280375
IRF1	GM.5.0.Mixed.0050	0.08635634487558153	0.08635634487558153	0.27635493166589725	0.3048520710059172	0.29267519676599707	0.3983782170136076	0.3997044164567315	0.01566720796280375
FLI1	GM.5.0.Mixed.0051	0.07670320357912018	0.07670320357912018	0.29594681550491697	0.2795266272189349	0.28889504791538834	0.39466536600462887	0.40377098359444213	0.007169614744965361
NFKB1	GM.5.0.Mixed.0059	-0.06512628021507805	0.06512628021507805	0.3209926280302713	0.31709072978303754	0.3343500141988638	0.43086342035936054	0.3656603752790571	0.009222928521563858
NFKB1	GM.5.0.Mixed.0063	0.008559165543725624	0.008559165543725624	0.47450837215158004	0.47409270216962524	0.5605641042444252	0.5821242544791947	0.23498430525552616	0.01491138285111885
POU2F2	GM.5.0.Mixed.0070	-0.31240905844315137	0.31240905844315137	0.04292430791612456	0.09921104536489156	0.027505320207004465	0.104186818965926	0.9821872216551012	0.015395004995258053
HEY1	GM.5.0.Mixed.0071	0.0014397826017305865	0.0014397826017305865	0.49581972946130065	0.49455621301775143	0.5898880791194516	0.594080864699412	0.22615443599108184	0.01093788204229696
PRDM1	GM.5.0.Mixed.0074	0.0358685053013308	0.0358685053013308	0.3954826052289227	0.45624260355029583	0.4894108646157558	0.5405863747596713	0.2671349046995595	0.012515968784942535
IRF1	GM.5.0.Mixed.0074	-0.035379444103068765	0.035379444103068765	0.396301075720061	0.4223372781065089	0.46655682495465656	0.5293761251376587	0.27623564927339767	0.012515968784942535
POU6F1	GM.5.0.Mixed.0085	0.06001746374221462	0.06001746374221462	0.33340901142865137	0.0727120315581854	0.11441735542553563	0.23130193145323916	0.635820740701142	0.02185639237498367
POU2F2	GM.5.0.Mixed.0096	0.303647312708789	0.303647312708789	0.04701903842656705	0.11098619329388555	0.032644374275118286	0.11334852178860517	0.945584139262545	0.01677910643698069
POU2F2	GM.5.0.Mixed.0100	0.037962741880313546	0.037962741880313546	0.38974918516653373	0.45058185404339246	0.48108857992014753	0.536111100032083	0.27074520073444563	0.0055729532938613695
MYBL1	GM.5.0.Myb_SANT.0001	0.03881219493459822	0.03881219493459822	0.38744736805293273	0.2953944773175543	0.3625333864348575	0.4545445805266239	0.3424235159024306	0.0177180773813698
MYBL1	GM.5.0.Myb_SANT.0003	0.05999451951670346	0.05999451951670346	0.3334657350287465	0.1962426035502959	0.24387061843144042	0.3558423420692224	0.4487423760021978	0.018744008979747373
MYBL1	GM.5.0.Myb_SANT.0004	0.12529783446899412	0.12529783446899412	0.20929910333347324	0.02107495069033533	0.028334565140992612	0.10468435396918453	0.9801182227395698	0.014126101261317997
MYBL1	GM.5.0.Myb_SANT.0005	0.009447048516239672	0.009447048516239672	0.4718626463552814	0.44937869822485205	0.5409176604922616	0.5763948091453338	0.2392799389782581	0.01292772498274279
MYBL1	GM.5.0.Myb_SANT.0006	0.032744424734202186	0.032744424734202186	0.404158308503644	0.3259664694280079	0.39877126813485686	0.4762395718171061	0.3221745209265527	0.015941523901480358
NR4A2	GM.5.0.Nuclear_receptor.0005	0.2579703671598517	0.2579703671598517	0.07224544322743995	0.0569428007889546	0.026712900222747433	0.1032425051809853	0.9861414658379908	0.01283830669678167
RORB	GM.5.0.Nuclear_receptor.0006	-0.1841180724862922	0.1841180724862922	0.13301425433994996	0.24898422090729777	0.14597502629967138	0.2638846107063706	0.5785859363437416	0.013341712928761872
PGR	GM.5.0.Nuclear_receptor.0011	0.2492168672764533	0.2492168672764533	0.07797648523507775	0.03229783037475343	0.017589263396672716	0.08456376633015729	1.0728156825126194	0.011165208597485609
NR3C2	GM.5.0.Nuclear_receptor.0011	0.12122032178691922	0.12122032178691922	0.2156393470141424	0.09170611439842205	0.09736073679384584	0.21276656321818224	0.6720966214466026	0.011165208597485609
AR	GM.5.0.Nuclear_receptor.0011	0.2106467017406375	0.2106467017406375	0.10764964259235939	0.12453648915187372	0.07121471179252313	0.18354307163021424	0.7362620045653699	0.011165208597485609
THRA	GM.5.0.Nuclear_receptor.0012	-0.10644762351477106	0.10644762351477106	0.2394240910934855	0.12420118343195274	0.13427249633007418	0.2511330978742036	0.6000960460410864	0.014167261017902978
ESR1	GM.5.0.Nuclear_receptor.0012	-0.10255338216041471	0.10255338216041471	0.24613384251682124	0.05413214990138071	0.0708584796684982	0.18325468879784018	0.7369449045832729	0.014167261017902978
NR2F1	GM.5.0.Nuclear_receptor.0013	0.30523504770332593	0.30523504770332593	0.046269041923706455	0.10238658777120321	0.03009285053075896	0.10795054313224596	0.9667751682556979	0.01875717233447734
ESR1	GM.5.0.Nuclear_receptor.0014	0.05623446960431232	0.05623446960431232	0.3424943696056626	0.2249704142011835	0.27455514037596424	0.38417230463054697	0.41547394707367624	0.006967562235075819
NR3C2	GM.5.0.Nuclear_receptor.0015	0.09126789616540716	0.09126789616540716	0.2669353868535538	0.17479289940828407	0.18966186897370757	0.3044488824169521	0.5164856158319635	0.010961592005628495
PGR	GM.5.0.Nuclear_receptor.0015	0.21812823009263946	0.21812823009263946	0.10126407598584365	0.07023668639053256	0.04228999254586748	0.13326678323277566	0.8752780850676611	0.010961592005628495
NR4A1	GM.5.0.Nuclear_receptor.0018	-0.2758632284477011	0.2758632284477011	0.06135919817589208	0.11838264299802759	0.04303725664828495	0.13411321545163982	0.8725284248707352	0.0058844635776067414
NR4A3	GM.5.0.Nuclear_receptor.0018	0.015051827966382192	0.015051827966382192	0.4552091289325332	0.3942702169625247	0.48776337208141074	0.5395612523024454	0.26795924601913673	0.0058844635776067414
NR2F1	GM.5.0.Nuclear_receptor.0019	0.07424149035322235	0.07424149035322235	0.3011569236364653	0.4007297830374753	0.37587686993244257	0.4612309189494502	0.336081587155641	0.011721542256412561
ESR1	GM.5.0.Nuclear_receptor.0022	-0.07842938718460284	0.07842938718460284	0.2919404227342034	0.12942800788954623	0.16156360654990332	0.27855794232741954	0.5550844542937595	0.007510442270056826
NR3C2	GM.5.0.Nuclear_receptor.0024	0.14164204757458831	0.14164204757458831	0.18526144613705994	0.04911242603550292	0.05185888011240731	0.14788654024450754	0.8300713511115682	0.017033087269503124
PGR	GM.5.0.Nuclear_receptor.0024	0.2195627345654802	0.2195627345654802	0.1000765873515465	0.06797830374753445	0.04075281688329807	0.13006218154244065	0.8858489658140629	0.017033087269503124
AR	GM.5.0.Nuclear_receptor.0024	0.01742119100679186	0.01742119100679186	0.4482012813518542	0.47142011834319525	0.5397470203537753	0.5763948091453338	0.2392799389782581	0.017033087269503124
PGR	GM.5.0.Nuclear_receptor.0025	0.1925106821506819	0.1925106821506819	0.12464671898387124	0.11167652859960554	0.07342052893327862	0.18780367771239542	0.7262959073065406	0.02977985466057112
AR	GM.5.0.Nuclear_receptor.0025	0.25582658793631197	0.25582658793631197	0.07362674332396096	0.05453648915187372	0.02617053606426377	0.1032425051809853	0.9861414658379908	0.02977985466057112
NR3C2	GM.5.0.Nuclear_receptor.0030	-0.009372081432585916	0.009372081432585916	0.47174535230181713	0.4640532544378698	0.5514625410220118	0.5800105799047977	0.236564084450225	0.009103436687645499
PGR	GM.5.0.Nuclear_receptor.0030	-0.094912380444154	0.094912380444154	0.2597766726817463	0.30358974358974367	0.2791848547490388	0.38919821758695	0.4098291573397716	0.009103436687645499
NR2F1	GM.5.0.Nuclear_receptor.0032	0.04803245994584523	0.04803245994584523	0.363098325569684	0.4360650887573964	0.4501521777042533	0.5146556909728506	0.2884832205089739	0.011796673581033229
THRA	GM.5.0.Nuclear_receptor.0033	0.09677114939737512	0.09677114939737512	0.25675647320491835	0.16026627218934905	0.1724384598064621	0.2880375163805046	0.540550942463302	0.01574665161797308
NR2F1	GM.5.0.Nuclear_receptor.0036	-0.10979927071174028	0.10979927071174028	0.23374375760627797	0.3525739644970415	0.28811425653578016	0.39431695693765534	0.4041545464213072	0.01016756533471888
PGR	GM.5.0.Nuclear_receptor.0037	-0.08094097906419216	0.08094097906419216	0.2867739589016185	0.3323570019723866	0.319350777756216	0.4179984002044712	0.37882538038692626	0.01288454626916375
NR3C2	GM.5.0.Nuclear_receptor.0037	-0.045856031494497754	0.045856031494497754	0.3680972764278819	0.32610453648915183	0.3745125947623849	0.4604663050357191	0.3368021441260943	0.01288454626916375
NR2F1	GM.5.0.Nuclear_receptor.0040	-0.023095695775541797	0.023095695775541797	0.43123560927161586	0.4690927021696253	0.5255592993864008	0.564712714240402	0.24817243421763077	0.005540003848818889
THRA	GM.5.0.Nuclear_receptor.0042	-0.016736897085898535	0.016736897085898535	0.44987543189670853	0.4396646942800789	0.5183255092158185	0.5585404194135976	0.2529453931963276	0.0193592838328831
AR	GM.5.0.Nuclear_receptor.0043	-0.1690078928681185	0.1690078928681185	0.1498322072544659	0.1974063116370809	0.13371336563903335	0.2511330978742036	0.6000960460410864	0.017460305511931364
NR4A1	GM.5.0.Nuclear_receptor.0044	-0.25506156953348985	0.25506156953348985	0.07396666526781093	0.14839250493096645	0.060500642747963	0.1667192302662242	0.7780143034903528	0.012844271700807656
NR4A2	GM.5.0.Nuclear_receptor.0044	-0.12021258526134374	0.12021258526134374	0.21678612894652172	0.30034516765286	0.24297131800522168	0.3552212251538328	0.4495010921845797	0.012844271700807656
NR4A3	GM.5.0.Nuclear_receptor.0044	0.018824344819473128	0.018824344819473128	0.44411228614992937	0.36955621301775143	0.460718724507033	0.5243384573297036	0.2803882880166383	0.012844271700807656
NR2F1	GM.5.0.Nuclear_receptor.0045	0.2965066092563493	0.2965066092563493	0.050489389679242436	0.11190335305719927	0.03489461151531677	0.1184206273144234	0.9265726426420366	0.010443075140916885
NR3C2	GM.5.0.Nuclear_receptor.0048	0.10822796121762847	0.10822796121762847	0.2367778756976793	0.12519723865877708	0.13394605720146469	0.2511330978742036	0.6000960460410864	0.01511446267055748
PGR	GM.5.0.Nuclear_receptor.0048	0.23371597357519303	0.23371597357519303	0.08898100353910507	0.04995069033530569	0.02851718308280263	0.10484258486324496	0.979462280190097	0.01511446267055748
AR	GM.5.0.Nuclear_receptor.0048	0.18476031249455882	0.18476031249455882	0.13257004770098063	0.16889546351084817	0.10745458586343098	0.22342137290534306	0.6508752838127759	0.01511446267055748
PPARGC1A	GM.5.0.Nuclear_receptor.0049	-0.09248720926575153	0.09248720926575153	0.26426797879334696	0.06085798816568044	0.08250491520474337	0.19785085107848685	0.7036620772256232	0.011318257828629143
ESR1	GM.5.0.Nuclear_receptor.0049	-0.043183546778289846	0.043183546778289846	0.3751458307104788	0.28475345167652866	0.345743794637977	0.44175101529554134	0.3548224436621844	0.011318257828629143
NR4A1	GM.5.0.Nuclear_receptor.0054	-0.06921914986713656	0.06921914986713656	0.311752416523284	0.4108284023668639	0.3912905500924711	0.47030114193806627	0.3276239667423348	0.013475078643837722
ESR1	GM.5.0.Nuclear_receptor.0055	0.09135452655532447	0.09135452655532447	0.2667714409612937	0.08603550295857985	0.10958018791205032	0.22454956539354573	0.6486877811595722	0.011511927754060614
NR3C2	GM.5.0.Nuclear_receptor.0058	-0.09165594150057389	0.09165594150057389	0.2658218976876916	0.17069033530571998	0.1857050492896838	0.3008181144001357	0.5216960153305495	0.015868080507064425
PGR	GM.5.0.Nuclear_receptor.0058	-0.18089493709928006	0.18089493709928006	0.13645963601773747	0.1314102564102564	0.09004037987142387	0.20279364835906277	0.6929456515369681	0.015868080507064425
NR2F1	GM.5.0.Nuclear_receptor.0062	0.33328528024271104	0.33328528024271104	0.034488018800621065	0.07444773175542409	0.017882508774327222	0.08542599732958864	1.0684099422077644	0.01292584219654238
NR4A1	GM.5.0.Nuclear_receptor.0065	0.19615169294161716	0.19615169294161716	0.12105851413543718	0.22922090729783037	0.1272173404950844	0.24590980765802398	0.6092241498834069	0.010417646034556223
NR4A2	GM.5.0.Nuclear_receptor.0065	0.16665738083682613	0.16665738083682613	0.15286121952243065	0.2148717948717949	0.14504399535649032	0.2638846107063706	0.5785859363437416	0.010417646034556223
NR4A3	GM.5.0.Nuclear_receptor.0065	0.01402978522867388	0.01402978522867388	0.4582283492103459	0.40200197238658775	0.49583196536830965	0.5442008393388993	0.26424079272904444	0.010417646034556223
PGR	GM.5.0.Nuclear_receptor.0067	0.08437554121454949	0.08437554121454949	0.2802680907018059	0.32677514792899404	0.31051697865683514	0.4131460374411112	0.38389640828503274	0.012245404238281531
NR3C2	GM.5.0.Nuclear_receptor.0067	0.01887671412681558	0.01887671412681558	0.4439566634492985	0.4297041420118343	0.5068161625909662	0.5495504836994438	0.25999240554255026	0.012245404238281531
AR	GM.5.0.Nuclear_receptor.0067	-0.10123118738831398	0.10123118738831398	0.24845678235203605	0.32270216962524656	0.2825065194227192	0.3930981253562883	0.4054990272797857	0.012245404238281531
THRA	GM.5.0.Nuclear_receptor.0075	0.1393778158007985	0.1393778158007985	0.18848301089708613	0.03459566074950686	0.039337877790362075	0.1272727771048398	0.8952644794372158	0.011335196043217944
ESR1	GM.5.0.Nuclear_receptor.0078	0.10036972259022105	0.10036972259022105	0.250337823660246	0.059792899408284084	0.07786293431754532	0.19281479356982964	0.7148596482378006	0.0074968572088196395
NR4A1	GM.5.0.Nuclear_receptor.0078	-0.17415259777076086	0.17415259777076086	0.14389959013526932	0.26554240631163706	0.1629572951334289	0.2796749916477613	0.5533463662168014	0.0074968572088196395
NR4A3	GM.5.0.Nuclear_receptor.0078	0.1192417876416941	0.1192417876416941	0.2187736231762419	0.01697238658777124	0.024491251170730262	0.0998284694459114	1.0007455873692248	0.0074968572088196395
ESR1	GM.5.0.Nuclear_receptor.0079	-0.11333664261735708	0.11333664261735708	0.2278645068334103	0.03163708086785011	0.042766693388780606	0.13411321545163982	0.8725284248707352	0.009755706349776317
PPARGC1A	GM.5.0.Nuclear_receptor.0082	-0.028019495629248402	0.028019495629248402	0.416976653097766	0.3508086785009863	0.4274623300792305	0.4962797949836268	0.30427340585393964	0.014510644528366638
ESR1	GM.5.0.Nuclear_receptor.0084	-0.01559848612550982	0.01559848612550982	0.4532229636157623	0.421232741617357	0.5070519129600202	0.5495504836994438	0.25999240554255026	0.009827583709953649
NR3C2	GM.5.0.Nuclear_receptor.0086	-0.12704764352454145	0.12704764352454145	0.20619490256969797	0.0766272189349112	0.08133496509598222	0.19741496382519957	0.7046199314008861	0.015217114840206745
PGR	GM.5.0.Nuclear_receptor.0086	-0.16291747123263015	0.16291747123263015	0.15710115125827073	0.16492110453648923	0.12055992798817902	0.23732269289011618	0.6246607323863171	0.015217114840206745
THRA	GM.5.0.Nuclear_receptor.0087	-0.023994222596018393	0.023994222596018393	0.428617301047743	0.4143392504930966	0.4845199818895738	0.536765120261714	0.2702157129769718	0.02135062457974905
THRA	GM.5.0.Nuclear_receptor.0091	0.11478788361785805	0.11478788361785805	0.22594471722131304	0.0997041420118343	0.10797519510916466	0.2237055147289323	0.6503233096591879	0.017021315111325964
ESR1	GM.5.0.Nuclear_receptor.0094	-0.07918105984779064	0.07918105984779064	0.29038909172297056	0.12655818540433927	0.15816161521306796	0.2752232283290046	0.5603149152424962	0.007194926180434298
NR4A1	GM.5.0.Nuclear_receptor.0095	0.24844366734013906	0.24844366734013906	0.07849294277281188	0.15400394477317547	0.06546405623500014	0.17535015062946466	0.756093856714231	0.011558782606576314
NR4A2	GM.5.0.Nuclear_receptor.0095	0.2621269902498366	0.2621269902498366	0.06964490047141439	0.05131163708086788	0.023707877429492846	0.09769729709955843	1.0101174513373654	0.011558782606576314
NR4A3	GM.5.0.Nuclear_receptor.0095	-0.09260086218745918	0.09260086218745918	0.26405787066179864	0.050443786982248495	0.07084260940491315	0.18325468879784018	0.7369449045832729	0.011558782606576314
ESR1	GM.5.0.Nuclear_receptor.0105	0.09783834121412499	0.09783834121412499	0.2548419992446179	0.06668639053254438	0.08624477384853815	0.19964068020494943	0.6997509590986779	0.022223649408795048
RORB	GM.5.0.Nuclear_receptor.0105	0.32748479906489114	0.32748479906489114	0.03671324856267574	0.06137080867850102	0.01598688701160827	0.07993443505804135	1.0972660900978182	0.022223649408795048
PGR	GM.5.0.Nuclear_receptor.0107	0.22925750621741883	0.22925750621741883	0.09236623442024423	0.05545364891518744	0.032136741053987006	0.11262876537612268	0.9483506765479581	0.020134041803590193
NR3C2	GM.5.0.Nuclear_receptor.0107	0.10851979422056732	0.10851979422056732	0.23628114202582282	0.12436883629191328	0.13303742143483666	0.2511330978742036	0.6000960460410864	0.020134041803590193
PPARGC1A	GM.5.0.Nuclear_receptor.0109	-0.06685388592939492	0.06685388592939492	0.31704834445423646	0.157800788954635	0.1998779109893045	0.3109673940834003	0.5072851457385034	0.03298790128025569
THRA	GM.5.0.Nuclear_receptor.0111	-0.07532849499155357	0.07532849499155357	0.2984302040930519	0.23403353057199217	0.2557296556923083	0.36602527055196804	0.4364889296809693	0.009682278243074823
THRA	GM.5.0.Nuclear_receptor.0112	-0.10307521444055825	0.10307521444055825	0.2452247261739896	0.13534516765285998	0.14621870342106458	0.2638846107063706	0.5785859363437416	0.01213509021151618
ESR1	GM.5.0.Nuclear_receptor.0116	-0.12199963824653287	0.12199963824653287	0.21399044581532312	0.018885601577909195	0.02631387861081881	0.1032425051809853	0.9861414658379908	0.02884585767228586
THRA	GM.5.0.Nuclear_receptor.0120	-0.09928262207935533	0.09928262207935533	0.25189433043770193	0.14850098619329388	0.1603211076830849	0.2776924497974912	0.5564359281570634	0.011665866440835932
PGR	GM.5.0.Nuclear_receptor.0121	0.26856790531982083	0.26856790531982083	0.06569656021374513	0.016420118343195327	0.008448686405485845	0.05607535224879986	1.2512279896267682	0.010577298788278842
AR	GM.5.0.Nuclear_receptor.0129	-0.19892168542115882	0.19892168542115882	0.11819009050596607	0.14259368836291908	0.08566827495654175	0.19923823734162202	0.7006273091209093	0.010792609180086775
NR4A1	GM.5.0.Nuclear_receptor.0136	-0.16041095356708482	0.16041095356708482	0.1601822709024019	0.285956607495069	0.18703894869354606	0.30232588689689555	0.5195246644161757	0.013333782343969463
NR4A2	GM.5.0.Nuclear_receptor.0136	0.02746291659182796	0.02746291659182796	0.4190880859456964	0.453698224852071	0.5057705843801086	0.5495504836994438	0.25999240554255026	0.013333782343969463
